station_latitude;station_longitude;station_name;station_no;catchment_no;catchment_name;LANUV_Info_1;LANUV_Info_2;LANUV_Info_3;LANUV_MW;LANUV_HN7W;LANUV_MN7W;LANUV_N7W
51.9207129997554;9.04711500687703;Blomberg-Herrentrup-Reckenbruch_RÜB_NRW;40207829;4;Weserzuflüsse;;;;;;;
50.8368451282388;6.51619918077972;Merzenich_KA_NRW;51050061;282;Rureinzugsgebiet;;;;;;;
50.5255978790873;6.19436374179573;Monschau-Kalterherberg_NRW;54030091;282;Rureinzugsgebiet;;;;;;;
51.2163628516381;7.59391111528487;Lüdenscheid_Lösenbach_RÜB_NRW;47118285;276;Ruhreinzugsgebiet;;;;;;;
51.9311840723527;7.41977915155768;Nottuln-Schapdetten_NRW;40107118;278;Lippeeinzugsgebiet;;;;;;;
51.6137280725433;8.90120953994069;Lichtenau_NRW;43190016;278;Lippeeinzugsgebiet;;;;;;;
50.7993689523863;6.39160056370321;Langerwehe-Schlich_NRW;52040081;282;Rureinzugsgebiet;;;;;;;
51.2481727873568;7.46616821931563;Breckerfeld-Wengeberg_HB_NRW;47105125;276;Ruhreinzugsgebiet;;;;;;;
51.1458269979005;8.5537309933693;Winterberg-Züschen_HB_NRW;48175333;4;Weserzuflüsse;;;;;;;
51.3269397635068;6.19580619310697;Nettetal-Kaldenkirchen_NRW;46030053;286;Niers- und Schwalmeinzugsgebiet;;;;;;;
50.640558003289;7.30927199615842;Honnef,_Bad-Rottbitze_RRB_NRW;53095986;272;Siegeinzugsgebiet Westlich;;;;;;;
51.4084792453464;8.18706582112681;Arnsberg-Lattenberg_NRW;45155046;276;Ruhreinzugsgebiet;;;;;;;
51.8429000027887;9.01524800232452;Steinheim-Vinsebeck_NRW;41205610;4;Weserzuflüsse;;;;;;;
52.139196186365;7.08676552930351;Heek-Nienborg_KA_NRW;38087108;928;IJssel-, Berkel- und Vechteeinzugsgebiet;;;;;;;
50.6498122001387;6.1909043076188;Roetgen_NRW;53030041;282;Rureinzugsgebiet;;;;;;;
50.89451951;8.24266022;Netphen-Lahnhof_NRW;51159054;272;Siegeinzugsgebiet Östlich;;;;;;;
50.6704683185485;7.29539962320467;Honnef,_Bad-Brüngsberg_RÜB_NRW;53092878;272;Siegeinzugsgebiet Westlich;;;;;;;
52.0109036818748;8.1600429477161;Versmold-Vorbruch_NRW;39140210;3;Emseinzugsgebiet;;;;;;;
51.679710420107;8.35059974066317;Lippstadt_Kernstadt_NRW;43160026;278;Lippeeinzugsgebiet;;;;;;;
50.7762017157127;7.01369587580183;Bornheim-Eichenkamp_WW_NRW;52080222;2;Rheingraben-Nord;;;;;;;
51.0224128170538;7.76355306379247;Drolshagen_NRW;49129308;276;Ruhreinzugsgebiet;;;;;;;
52.2381755682962;8.91156262029917;Porta_Westfalica-Holzhausen_RÜB_NRW;37190310;4;Weserzuflüsse;;;;;;;
52.2951324730967;8.77102316081992;Hille-Unterlübbe_RÜB_NRW;37180363;4;Weserzuflüsse;;;;;;;
51.8747739956512;8.59950947500454;Schloß-Holte-Stuckenbrock_KA_NRW;41172460;3;Emseinzugsgebiet;;;;;;;
51.6875713491847;9.08058219951219;Brakel-Schmechten_HB_NRW;43201149;;---;;;;;;;
51.9647805667882;8.65878413939474;Oerlinghausen_KA_NRW;40170137;3;Emseinzugsgebiet;;;;;;;
50.8003574298102;8.00976046715651;Neunkirchen-Salchendorf_NRW;52149114;272;Siegeinzugsgebiet Östlich;;;;;;;
51.7907085448654;9.13510585149162;Nieheim-Holzhausen_NRW;42200882;4;Weserzuflüsse;;;;;;;
50.9134969010349;7.52355072183478;Nümbrecht-Homburg-Bröl_KA_NRW;50110042;272;Siegeinzugsgebiet Östlich;;;;;;;
50.9443254811737;8.09575489854873;Netphen-Frohnhausen_HB_NRW;50145458;272;Siegeinzugsgebiet Östlich;;;;;;;
52.2259580019163;7.80996799623919;Tecklenburg_NRW;37127387;3;Emseinzugsgebiet;;;;;;;
50.9335061922068;7.19693547973132;Rösrath-Lehmbach_KA_NRW;50090042;272;Siegeinzugsgebiet Östlich;;;;;;;
51.3321115339212;7.26184629996251;Sprockhövel-Flockenhaus_PW_NRW;46090016;276;Ruhreinzugsgebiet;;;;;;;
50.9118999974997;8.3593699997345;Laasphe,_Bad-Banfe_HB_NRW;50168716;258;Lahneinzugsgebiet;;;;;;;
51.227313427067;7.86930933569628;Plettenberg_RKB1_NRW;47130205;276;Ruhreinzugsgebiet;;;;;;;
52.1223481139248;8.42803095677709;Spenge-Bardüttingdorf_NRW;38167657;3;Emseinzugsgebiet;;;;;;;
50.4223404571325;6.63205695172207;Blankenheim_HB_NRW;55050021;2781;Ahreinzugsgebiet;;;;;;;
50.8797238660695;6.41482422567991;Niederzier-Krauthausen_KA_NRW;51040031;282;Rureinzugsgebiet;;;;;;;
51.2713969963789;8.09569300551113;Sundern-Meinkenbracht_HB_NRW;47142758;276;Ruhreinzugsgebiet;;;;;;;
51.7342082125046;8.70937022811629;Paderborn-Neuhaus_NRW;42180356;278;Lippeeinzugsgebiet;;;;;;;
52.0330864753002;7.83115978544221;Ostbevern_KA_NRW;39127118;3;Emseinzugsgebiet;;;;;;;
51.1398512169137;6.12038937272184;Wassenberg-Rothenbach_NRW;48020011;282;Rureinzugsgebiet;;;;;;;
51.0266099992308;8.50121300252355;Berleburg,_Bad-Elsoff_HB_NRW;49177201;428;Edereinzugsgebiet;;;;;;;
51.9279190182367;8.1060046086083;Beelen_RUEB_NRW;40147164;;---;;;;;;;
51.6280546991401;9.03461639471255;Willebadessen_KA_NRW;43207330;4;Weserzuflüsse;;;;;;;
51.0345666373306;5.9005105704812;Selfkant-Havert_RÜB_NRW;49010011;286;Niers- und Schwalmeinzugsgebiet;;;;;;;
51.3949669985322;8.82307800140753;Marsberg-Giershagen_NRW;46180494;44;Diemeleinzugsgebiet;;;;;;;
51.3103157666751;7.13253827997501;Velbert-Neviges_NRW;46080083;276;Ruhreinzugsgebiet;;;;;;;
51.2523067691536;8.29302208825091;Schmallenberg-Kirchrarbach_HB_NRW;47158376;276;Ruhreinzugsgebiet;;;;;;;
51.8274849814783;6.68598612451618;Rhede_KA_NRW;41076126;928;IJssel-, Berkel- und Vechteeinzugsgebiet;;;;;;;
51.7713271951022;8.61759208898921;Delbrück-Ostenland_WW_NRW;42172771;278;Lippeeinzugsgebiet;;;;;;;
51.3413212699968;7.70805027019507;Iserlohn-Kesbern_NRW;46128154;276;Ruhreinzugsgebiet;;;;;;;
51.9627459642128;7.3574037912563;Nottuln-Westerberg_NRW;40106220;278;Lippeeinzugsgebiet;;;;;;;
51.8294647874327;6.27026649200429;Emmerich_Schöpfwerk_Löwenberg_NRW;41030013;2;Rheingraben-Nord;;;;;;;
51.6635105790178;8.11105778741282;Herzfeld-Kesseler_NRW;43140016;278;Lippeeinzugsgebiet;;;;;;;
51.2757161086516;7.85271610303922;Neuenrade-Affeln_NRW;47130105;276;Ruhreinzugsgebiet;;;;;;;
50.9949138658689;5.92543874332078;Selfkant-Wehr_NRW;49010031;286;Niers- und Schwalmeinzugsgebiet;;;;;;;
51.6314065511173;7.93208808083294;Hamm-Süddinker_NRW;43130049;278;Lippeeinzugsgebiet;;;;;;;
51.3555775428697;7.131401775986;Velbert-Langenberg_Sender_NRW;46080123;276;Ruhreinzugsgebiet;;;;;;;
51.9466558696766;8.86175532019052;Detmold_KA_NRW;40190027;4;Weserzuflüsse;;;;;;;
51.7433660305395;8.95609025391455;Altenbeken-Buke_NRW;42190026;278;Lippeeinzugsgebiet;;;;;;;
51.2837731970186;8.15797441414419;Eslohe-Wenholthausen_WW_NRW;47158334;276;Ruhreinzugsgebiet;;;;;;;
51.7345170863652;7.20541656504221;Haltern_am_See_WW_NRW;42097115;278;Lippeeinzugsgebiet;;;;;;;
51.1419125383846;7.94783489631002;Finnentrop-Heggen_NRW;48135769;276;Ruhreinzugsgebiet;;;;;;;
51.2245721037543;7.99376144921861;Finnentrop-Rönkhausen_NRW;47138374;276;Ruhreinzugsgebiet;;;;;;;
52.0491252839959;7.08742017272275;Legden_KA_NRW;39086216;928;IJssel-, Berkel- und Vechteeinzugsgebiet;;;;;;;
52.050516881952;8.76643735774925;Salzuflen,_Bad-Holzhausen_KA_NRW;39180057;4;Weserzuflüsse;;;;;;;
52.1481291206058;8.51782305958282;Enger-Klausheide_NRW;38170047;4;Weserzuflüsse;;;;;;;
51.5441670414589;8.28758294652526;Anröchte-Mellrich_RÜB_NRW;44155573;278;Lippeeinzugsgebiet;;;;;;;
52.1136609975132;7.37768900302045;Steinfurt-Borghorst_KA_Süd_NRW;38100111;3;Emseinzugsgebiet;;;;;;;
51.4458113003854;7.6690425778999;Iserlohn-Hennen_KA_NRW;46120105;276;Ruhreinzugsgebiet;;;;;;;
52.2953482699012;8.48824686561813;Preußisch-Oldendorf_Freibad_NRW;37160110;4;Weserzuflüsse;;;;;;;
51.2011652215278;6.2248871814227;Niederkrüchten_NRW;47030113;286;Niers- und Schwalmeinzugsgebiet;;;;;;;
50.7781583788497;7.11910690777081;Troisdorf-Müllekoven_KA_NRW;52080022;272;Siegeinzugsgebiet Östlich;;;;;;;
50.8896213502207;7.27093838303476;Lohmar-Wahlscheid-Höffen_HB_NRW;51090963;272;Siegeinzugsgebiet Westlich;;;;;;;
50.7497248465852;6.39315507960807;Huertgenwald-Althubertshöhe_NRW;52040061;282;Rureinzugsgebiet;;;;;;;
51.4401706142945;8.73449192557574;Brilon-Madfeld_KA_NRW;45180036;278;Lippeeinzugsgebiet;;;;;;;
52.070331517441;8.95659156884682;Kalletal-Niedermeien_NRW;39190067;4;Weserzuflüsse;;;;;;;
52.1703402644666;7.83138248180334;Lengerich_KA_NRW;38127118;3;Emseinzugsgebiet;;;;;;;
51.4082004444292;7.83254602972879;Menden-Lendringsen_RKB_NRW;45120245;276;Ruhreinzugsgebiet;;;;;;;
51.8349340033007;8.18080199694916;Oelde_KA_NRW;41157108;3;Emseinzugsgebiet;;;;;;;
50.8678230632444;7.59937901308227;Waldbröl-Brenzingen_KA_NRW;51110012;272;Siegeinzugsgebiet Östlich;;;;;;;
51.9064344003579;8.38735283523787;Gütersloh_WW_NRW;40160052;3;Emseinzugsgebiet;;;;;;;
51.7383459379981;6.7669488309575;Schermbeck-Dämmerwald_Isselkant_NRW;42060015;928;IJssel-, Berkel- und Vechteeinzugsgebiet;;;;;;;
51.8126104412888;8.4078258818997;Rietberg_KA_NRW;41160042;3;Emseinzugsgebiet;;;;;;;
50.8258275804374;7.3502598014207;Neunkirchen-Seelscheid_KA_NRW;51100022;272;Siegeinzugsgebiet Östlich;;;;;;;
52.1262116483846;8.68666730303481;Herford-Kernstadt_NRW;38180027;4;Weserzuflüsse;;;;;;;
50.7278803223352;7.24149754466572;Königswinter-Bockeroth_NRW;52090052;272;Siegeinzugsgebiet Östlich;;;;;;;
51.9228206300748;7.95042519861648;Warendorf-Freckenhorst_KA_NRW;40137108;3;Emseinzugsgebiet;;;;;;;
50.6725765941437;6.31701104683593;Hürtgenwald-Raffelsbrand_NRW;53030011;282;Rureinzugsgebiet;;;;;;;
51.7375936437474;6.60320747441891;Hamminkeln_RKB_NRW;42050023;928;IJssel-, Berkel- und Vechteeinzugsgebiet;;;;;;;
51.4232139165375;6.87673100521948;Mülheim_Ruhr_Schleuse_NRW;45070234;276;Ruhreinzugsgebiet;;;;;;;
50.7940415035246;6.47968826282267;Düren_WW_NRW;52040011;282;Rureinzugsgebiet;;;;;;;
50.7255515156207;7.04851236848428;Bonn-Lessenich_KA_NRW;52080082;2;Rheingraben-Nord;;;;;;;
52.2243216071673;7.01457352773142;Gronau_KA_NRW;37086108;928;IJssel-, Berkel- und Vechteeinzugsgebiet;;;;;;;
52.1800030074893;8.61754943037753;Hiddenhausen_KA_NRW;38170087;4;Weserzuflüsse;;;;;;;
52.4363778568917;8.48279499959371;Stemwede-Wehdem_KA_NRW;35160017;4;Weserzuflüsse;;;;;;;
51.4337020382024;8.35019346658851;Warstein_Bauhof_NRW;45165036;276;Ruhreinzugsgebiet;;;;;;;
52.3207682322764;8.47874799229993;Preußisch-Oldendorf-Harlinghausen_WW_NRW;36162288;4;Weserzuflüsse;;;;;;;
52.2171472659609;7.39254994886915;Neuenkirchen-Sankt_Arnold_NRW;37107108;3;Emseinzugsgebiet;;;;;;;
52.0932742060563;8.95079098352748;Kalletal-Brosen_HB_NRW;39190671;4;Weserzuflüsse;;;;;;;
50.9669898111933;8.18641552957387;Hilchenbach-Lützel_SW;50150212;428;Edereinzugsgebiet;;;;;;;
51.0499141663201;8.31714019289022;Aue;4281334000100;428;Edereinzugsgebiet;;;;15.0;10.0;7.0;4.0
51.4133706015673;7.60787244515124;Schwerte-Ergste_NRW;45110194;276;Ruhreinzugsgebiet;;;;;;;
51.14599500069;8.60415600128427;Hallenberg-Liesen_NRW;48175363;278;Lippeeinzugsgebiet;;;;;;;
51.1837471045829;7.05263218567053;Solingen-Wald_NRW;48080203;2;Rheingraben-Nord;;;;;;;
51.6246358977362;7.96774452623944;Welver-Kirchwelver_NRW;43137581;;---;;;;;;;
51.3417812242694;7.8760526998904;Balve_KA_NRW;46138165;276;Ruhreinzugsgebiet;;;;;;;
52.3925832400396;8.63559649151951;Espelkamp_WW_NRW;36170017;4;Weserzuflüsse;;;;;;;
52.0074480203389;7.65076907602998;Münster_KA_NRW;39117118;3;Emseinzugsgebiet;;;;;;;
52.1262116483227;8.68666727381985;Herford_KA_NRW;38180017;4;Weserzuflüsse;;;;;;;
51.3486698725466;7.54581325500235;Hagen-Holthausen_NRW;46118134;276;Ruhreinzugsgebiet;;;;;;;
52.040215143756;6.93175525538977;Stadtlohn-Wendfeld_NRW;39075860;928;IJssel-, Berkel- und Vechteeinzugsgebiet;;;;;;;
51.9936972698525;8.52037789781365;Bielefeld-Brackwede_WW_NRW;40170513;4;Weserzuflüsse;;;;;;;
51.1958568307935;8.15581775774553;Eslohe-Cobbenrode_NRW;48148426;276;Ruhreinzugsgebiet;;;;;;;
51.8211465603761;6.92607904539143;Heiden_KA_NRW;41076116;928;IJssel-, Berkel- und Vechteeinzugsgebiet;;;;;;;
51.5141034618559;7.95451026357793;Ense-Ruhne_NRW;44130149;278;Lippeeinzugsgebiet;;;;;;;
52.217414583531;8.82145842069049;Oeynhausen, Bad_KA_NRW;37180017;4;Weserzuflüsse;;;;;;;
51.2176890005048;7.99193100331401;Finnentrop-Rönkhausen_2_NRW;47138196;276;Ruhreinzugsgebiet;;;;;;;
51.5920796582723;9.13842615974048;Willebadessen-Peckelsheim_NRW;44200032;4;Weserzuflüsse;;;;;;;
51.80494651123;7.73254043278713;Drensteinfurt_KA_NRW;41127118;3;Emseinzugsgebiet;;;;;;;
51.3967810222446;8.5820492786943;Brilon-Bauhof_NRW;46175016;276;Ruhreinzugsgebiet;;;;;;;
51.8326010577486;7.88089863121048;Sendenhorst-Hardt_NRW;41136208;3;Emseinzugsgebiet;;;;;;;
51.046087831737;7.42005965470922;Lindlar-Frielingsdorf_RÜB_NRW;49100012;272;Siegeinzugsgebiet Östlich;;;;;;;
52.2452436940352;8.48396147140801;Rödinghausen-Schwenningdorf_RBF_NRW;37165391;4;Weserzuflüsse;;;;;;;
51.1261226773999;6.15961357842011;Wassenberg-Birgelen_NRW;48027396;282;Rureinzugsgebiet;;;;;;;
50.6270357888545;6.29310279547988;Simmerath_KA_NRW;53030071;282;Rureinzugsgebiet;;;;;;;
50.614193424087;6.37584721469806;Simmerath-Rurberg_HB_NRW;53040071;282;Rureinzugsgebiet;;;;;;;
51.1514495397911;6.27499578566328;Wegberg_KA_NRW;48030011;286;Niers- und Schwalmeinzugsgebiet;;;;;;;
51.367978449537;7.04346919677678;Essen-Hespertal_KA_NRW;46080154;276;Ruhreinzugsgebiet;;;;;;;
51.671171258579;8.91452860706572;Lichtenau-Herbram_2_NRW;43190026;278;Lippeeinzugsgebiet;;;;;;;
51.6689774821902;7.35618645900002;Datteln-Hötting_Schleuse_NRW;43100056;278;Lippeeinzugsgebiet;;;;;;;
51.0757344601085;7.31885446084702;Kürten-Rothe_Furth_NRW;49090012;272;Siegeinzugsgebiet Östlich;;;;;;;
51.1425553048965;7.61600309534192;Kierspe_KA_NRW;48118474;276;Ruhreinzugsgebiet;;;;;;;
51.3570892938799;8.03935838714885;Arnsberg-Ochsenkopf_Deponie_NRW;46148264;276;Ruhreinzugsgebiet;;;;;;;
51.004541836041;7.9053422223145;Olpe-Thieringhausen_HB_NRW;49139444;276;Ruhreinzugsgebiet;;;;;;;
52.107408340813;7.57775044960379;Greven_KA_NRW;38116208;3;Emseinzugsgebiet;;;;;;;
51.3158665306945;7.69657079024957;Iserlohn-Hegenscheid_HB_NRW;46128319;276;Ruhreinzugsgebiet;;;;;;;
50.5224996982628;6.30545154405915;Monschau-Höfen_HB_NRW;54037684;282;Rureinzugsgebiet;;;;;;;
51.3329084728167;6.60454187276298;Krefeld-Oppum_NRW;46050043;2;Rheingraben-Nord;;;;;;;
52.0247813680176;8.86010251718583;Lemgo_KA_NRW;39190077;4;Weserzuflüsse;;;;;;;
50.9383949974479;8.42746299778734;Laasphe,_Bad_Rote_Hardt_HB_NRW;50166157;258;Lahneinzugsgebiet;;;;;;;
51.0732510701511;8.08229354012959;Kirchhundem-Berghof_HB_NRW;49142650;276;Ruhreinzugsgebiet;;;;;;;
51.160799055171;7.79782785574893;Herscheid_Oestertalsperre_Ebbetal_NRW;48128775;276;Ruhreinzugsgebiet;;;;;;;
52.3698204676969;8.49813502384776;Stemwede-Destel_NRW;36160037;4;Weserzuflüsse;;;;;;;
51.1684257356274;8.67171349785049;Medebach-Medelon_NRW;48188634;428;Edereinzugsgebiet;;;;;;;
51.1655973058801;7.51361655699841;Halver-Hagebüchen_NRW;48118495;2736;Wuppereinzugsgebiet;;;;;;;
51.5762207189359;8.17301558804489;Sassendorf,_Bad_HRB_NRW;44150059;278;Lippeeinzugsgebiet;;;;;;;
50.8160648775361;6.29268351796095;Eschweiler_RÜB_NRW;51030041;282;Rureinzugsgebiet;;;;;;;
52.0024351098793;8.76668701179735;Lage,_Kreis_Lippe_KA_NRW;39180067;4;Weserzuflüsse;;;;;;;
51.0706900665284;8.19721922548689;Kirchhundem_Rhein_Weser_Turm_NRW;49152819;428;Edereinzugsgebiet;;;;;;;
50.8052990737708;6.09819419246552;AachenSoers;51020051;282;Rureinzugsgebiet;;;;;;;
51.9352694546711;7.13395559846654;Coesfeld_KA_NRW;40087218;928;IJssel-, Berkel- und Vechteeinzugsgebiet;;;;;;;
52.1480180029934;7.95868500173611;Lienen_NRW;38135176;3;Emseinzugsgebiet;;;;;;;
50.7378636475581;8.12504593109017;Burbach-Holzhausen_NRW;52146176;258;Lahneinzugsgebiet;;;;;;;
52.2548096377636;8.48247456558271;Rödinghausen_NRW;37160027;4;Weserzuflüsse;;;;;;;
50.8357127858294;7.4260691972814;Ruppichteroth-Hänscheid_NRW;51100052;272;Siegeinzugsgebiet Östlich;;;;;;;
51.7353393469153;8.17209897709329;Wadersloh-Diestedde_NRW;42150056;278;Lippeeinzugsgebiet;;;;;;;
51.0325812066059;7.69344153700653;Bergneustadt-Wiedenest_RÜB_NRW;49120107;272;Siegeinzugsgebiet Östlich;;;;;;;
51.3222134020651;7.48349212566109;Hagen-Selbecke_NRW;46108014;276;Ruhreinzugsgebiet;;;;;;;
52.0476740041205;7.4884300035082;Altenberge_KA_NRW;39105193;3;Emseinzugsgebiet;;;;;;;
51.6368678127908;8.48974635829108;Geseke_NRW;43160036;278;Lippeeinzugsgebiet;;;;;;;
51.7256458119201;8.53409112681343;Delbrück-Boke_NRW;42170036;278;Lippeeinzugsgebiet;;;;;;;
0.0;0.0;Paderborn-Kernstadt_RUEB_NRW;42188260;;---;;;;;;;
51.0586593519516;7.92040174193455;Olpe-Rhode_NRW;49134053;276;Ruhreinzugsgebiet;;;;;;;
50.7880678194422;8.02725443229031;Neunkirchen-Zeppenfeld_HB_NRW;52141117;272;Siegeinzugsgebiet Östlich;;;;;;;
51.9018299305533;8.71009375640979;Augustdorf_KA_NRW;40180052;3;Emseinzugsgebiet;;;;;;;
